path_id,x,y
0,0.0,0.003
0,0.0008660254037844386,0.0025
0,0.0017320508075688772,0.002
0,0.0025991215087333673,0.0015018148946605093
0,0.0034672337038816063,0.0010054468692651326
0,0.00433638358504879,0.0005108981011268731
0,0.005206567339718316,1.8170759578581643e-05
1,0.0,0.009000000000000001
1,0.0008660254037844386,0.0085
1,0.0017320508075688772,0.008
1,0.0025991215087333673,0.00750181489466051
1,0.0034672337038816063,0.007005446869265133
1,0.00433638358504879,0.006510898101126874
1,0.005206567339718316,0.006018170759578582
1,0.006077781150838505,0.005527267005963441
1,0.0069500211968393484,0.005038188993625485
1,0.007822261242840191,0.004549110981287528
1,0.008695523697650111,0.004061860855562196
1,0.009569804730712745,0.0035764407537669223
1,0.010445100507003747,0.003092852805191761
1,0.01132140718704761,0.002611099131090046
1,0.012198720926934511,0.0021311818446690853
1,0.01307703787833717,0.0016531030510808932
1,0.013956354188527725,0.0011768648474129542
1,0.01483567049871828,0.0007006266437450151
1,0.0157159823105852,0.00022623111901108579
2,0.0,0.015000000000000003
2,0.0008660254037844386,0.014500000000000002
2,0.0017320508075688772,0.014000000000000002
2,0.0025991215087333673,0.013501814894660511
2,0.0034672337038816063,0.013005446869265134
2,0.00433638358504879,0.012510898101126875
2,0.005206567339718316,0.012018170759578584
2,0.006077781150838505,0.011527267005963442
2,0.0069500211968393484,0.011038188993625487
2,0.007822261242840191,0.01054911098128753
2,0.008695523697650111,0.010061860855562198
2,0.009569804730712745,0.009576440753766924
2,0.010445100507003747,0.009092852805191762
2,0.01132140718704761,0.008611099131090047
2,0.012198720926934511,0.008131181844669088
2,0.01307703787833717,0.007653103051080895
2,0.013956354188527725,0.0071768648474129565
2,0.01483567049871828,0.006700626643745018
2,0.0157159823105852,0.006226231119011089
2,0.016597285762650193,0.005753680354142035
2,0.017479576989085147,0.005282976421976703
2,0.01836285211972909,0.004814121387252826
2,0.01924710728010516,0.004347117306597971
2,0.020132338591437617,0.003881966228520513
2,0.02101854217066883,0.0034186701934006514
2,0.021905714130476338,0.00295723123348146
2,0.022792886090283845,0.0024957922735622685
2,0.023681022539097388,0.0020362124129407804
2,0.02457011958111599,0.0015784936675591102
2,0.02546017331632504,0.0011226380451956103
2,0.026351179840513408,0.0006686475454560635
2,0.027243135245290557,0.00021652415976491278
3,0.0,0.021
3,0.0008660254037844386,0.0205
3,0.0017320508075688772,0.02
3,0.0025991215087333673,0.019501814894660508
3,0.0034672337038816063,0.01900544686926513
3,0.00433638358504879,0.018510898101126872
3,0.005206567339718316,0.01801817075957858
3,0.006077781150838505,0.01752726700596344
3,0.0069500211968393484,0.017038188993625483
3,0.007822261242840191,0.016549110981287526
3,0.008695523697650111,0.016061860855562195
3,0.009569804730712745,0.01557644075376692
3,0.010445100507003747,0.015092852805191759
3,0.01132140718704761,0.014611099131090044
3,0.012198720926934511,0.014131181844669084
3,0.01307703787833717,0.013653103051080893
3,0.013956354188527725,0.013176864847412954
3,0.01483567049871828,0.012700626643745015
3,0.0157159823105852,0.012226231119011086
3,0.016597285762650193,0.011753680354142032
3,0.017479576989085147,0.0112829764219767
3,0.01836285211972909,0.010814121387252823
3,0.01924710728010516,0.010347117306597969
3,0.020132338591437617,0.00988196622852051
3,0.02101854217066883,0.009418670193400648
3,0.021905714130476338,0.008957231233481458
3,0.022792886090283845,0.008495792273562267
3,0.023681022539097388,0.00803621241294078
3,0.02457011958111599,0.00757849366755911
3,0.02546017331632504,0.00712263804519561
3,0.026351179840513408,0.006668647545456063
3,0.027243135245290557,0.006216524159764912
3,0.028136035618103704,0.005766269871356525
3,0.029029877042254966,0.005317886655266493
3,0.029924655596918558,0.004871376478322969
3,0.03081943415158215,0.004424866301379445
3,0.03171514591182156,0.003980231122194517
3,0.0326117869486068,0.0035374728911556157
3,0.0335093533288316,0.003096593550416957
3,0.03440784111533069,0.0026575950338910267
3,0.03530724636689706,0.002220479267240094
3,0.03620756513829926,0.0017852481678677663
3,0.03710879348029867,0.0013519036449105792
3,0.03801092743966687,0.0009204475992296202
3,0.03891396305920296,0.0004908819234021919
3,0.03981699867873904,6.13162475747637e-05
4,0.0,0.027000000000000003
4,0.0008660254037844386,0.026500000000000003
4,0.0017320508075688772,0.026000000000000002
4,0.0025991215087333673,0.02550181489466051
4,0.0034672337038816063,0.025005446869265133
4,0.00433638358504879,0.024510898101126874
4,0.005206567339718316,0.024018170759578582
4,0.006077781150838505,0.023527267005963443
4,0.0069500211968393484,0.023038188993625485
4,0.007822261242840191,0.022549110981287528
4,0.008695523697650111,0.022061860855562197
4,0.009569804730712745,0.021576440753766923
4,0.010445100507003747,0.021092852805191763
4,0.01132140718704761,0.020611099131090046
4,0.012198720926934511,0.020131181844669086
4,0.01307703787833717,0.019653103051080895
4,0.013956354188527725,0.019176864847412954
4,0.01483567049871828,0.018700626643745014
4,0.0157159823105852,0.018226231119011085
4,0.016597285762650193,0.01775368035414203
4,0.017479576989085147,0.017282976421976695
4,0.01836285211972909,0.016814121387252818
4,0.01924710728010516,0.016347117306597964
4,0.020132338591437617,0.015881966228520505
4,0.02101854217066883,0.015418670193400643
4,0.021905714130476338,0.014957231233481453
4,0.022792886090283845,0.014495792273562262
4,0.023681022539097388,0.014036212412940775
4,0.02457011958111599,0.013578493667559104
4,0.02546017331632504,0.013122638045195603
4,0.026351179840513408,0.012668647545456057
4,0.027243135245290557,0.012216524159764906
4,0.028136035618103704,0.011766269871356518
4,0.029029877042254966,0.011317886655266486
4,0.029924655596918558,0.010871376478322963
4,0.03081943415158215,0.01042486630137944
4,0.03171514591182156,0.009980231122194512
4,0.0326117869486068,0.009537472891155611
4,0.0335093533288316,0.009096593550416952
4,0.03440784111533069,0.00865759503389102
4,0.03530724636689706,0.008220479267240089
4,0.03620756513829926,0.007785248167867761
4,0.03710879348029867,0.0073519036449105745
4,0.03801092743966687,0.006920447599229615
4,0.03891396305920296,0.006490881923402187
4,0.03981699867873904,0.006061316247574758
4,0.040720931997286984,0.005633642825886076
4,0.041625759049753006,0.005207863534321003
4,0.04253147586712297,0.004783980240555822
4,0.043438078476479805,0.0043619948039500395
4,0.04434556290102092,0.003941909075538233
4,0.045253925160075655,0.0035237248980219318
4,0.046163161269122725,0.0031074441057615306
4,0.04707326723980772,0.0026930685247682465
4,0.04798423907996059,0.002280599972696107
4,0.048895210920113466,0.001868131420623968
4,0.04980704463376604,0.00145757170676184
4,0.05071973622116954,0.0010489226320254908
4,0.05163328167881214,0.0006421859889496906
4,0.05254767699943652,0.00023736356168034816
5,0.0,0.03300000000000001
5,0.0008660254037844386,0.03250000000000001
5,0.0017320508075688772,0.03200000000000001
